,GVKEY,datadate,tic,prccd,caldt,vwretx,filing_date,year,td_count,excess_return
22002,1891,2021-04-30,ADP,186.99,4/30/2021,-0.006947,filing date 0,2021,208,0.03849473778206092
22068,1891,2021-08-04,ADP,212.0,8/4/2021,-0.004548,filing date 0,2021,208,-0.0011375761681808871
22129,1891,2021-10-29,ADP,224.49,10/29/2021,0.001895,filing date 0,2021,208,-0.0017719820155612798
22478,1878,2017-03-21,ADSK,83.64,3/21/2017,-0.012348,filing date 0,2017,233,0.014175566157422326
22527,1878,2017-05-31,ADSK,111.77,5/31/2017,-0.000398,filing date 0,2017,233,-0.029979604414755556
22592,1878,2017-08-31,ADSK,114.46,8/31/2017,0.005572,filing date 0,2017,233,0.0011727596279693664
22658,1878,2017-12-05,ADSK,106.59,12/5/2017,-0.003622,filing date 0,2017,233,-0.012037543034723153
22731,1878,2018-03-22,ADSK,131.41,3/22/2018,-0.025092,filing date 0,2018,234,-0.016632794416402197
22785,1878,2018-06-08,ADSK,135.13,6/8/2018,0.003102,filing date 0,2018,234,0.020381343044978628
22843,1878,2018-08-30,ADSK,153.86,8/30/2018,-0.004436,filing date 0,2018,234,-0.031892895548278344
22910,1878,2018-12-06,ADSK,140.14,12/6/2018,-0.001517,filing date 0,2018,234,-0.01919011884482169
22983,1878,2019-03-25,ADSK,154.69,3/25/2019,-0.00079,filing date 0,2019,234,-0.012859687787234897
23032,1878,2019-06-04,ADSK,159.91,6/4/2019,0.02141,filing date 0,2019,234,0.02061282403443898
23096,1878,2019-09-04,ADSK,144.34,9/4/2019,0.010823,filing date 0,2019,234,0.045086215864089674
23161,1878,2019-12-05,ADSK,176.63,12/5/2019,0.001427,filing date 0,2019,234,0.005505448725861228
23232,1878,2020-03-19,ADSK,149.23,3/19/2020,0.004561,filing date 0,2020,234,0.0374508413401613
23283,1878,2020-06-02,ADSK,219.09,6/2/2020,0.008046,filing date 0,2020,234,0.02138806339281718
23348,1878,2020-09-02,ADSK,261.35,9/2/2020,0.015251,filing date 0,2020,234,-0.05938284122314785
23413,1878,2020-12-04,ADSK,278.0,12/4/2020,0.008707,filing date 0,2020,234,0.0062629026878486815
23484,1878,2021-03-19,ADSK,261.5,3/19/2021,-0.000464,filing date 0,2021,232,0.005736122823266854
23536,1878,2021-06-03,ADSK,274.47,6/3/2021,-0.003766,filing date 0,2021,232,-0.00834864757449183
23599,1878,2021-09-01,ADSK,303.24,9/1/2021,0.000384,filing date 0,2021,232,-0.07265994965157518
23664,1878,2021-12-03,ADSK,259.02,12/3/2021,-0.008584,filing date 0,2021,232,0.045453759473926825
24056,10860,2017-02-28,AEE,54.69,2/28/2017,-0.002715,filing date 0,2017,212,0.005775518574726357
24103,10860,2017-05-05,AEE,54.78,5/5/2017,0.004022,filing date 0,2017,212,-0.010712607035968658
24166,10860,2017-08-04,AEE,57.5,8/4/2017,0.001795,filing date 0,2017,212,0.018323271836468757
24230,10860,2017-11-03,AEE,62.19,11/3/2017,0.003182,filing date 0,2017,212,-0.0004767089887811604
24308,10860,2018-02-28,AEE,54.3,2/28/2018,-0.011009,filing date 0,2018,212,0.01258510867026319
24357,10860,2018-05-09,AEE,56.22,5/9/2018,0.009402,filing date 0,2018,212,-0.02712317500433792
24420,10860,2018-08-08,AEE,62.6,8/8/2018,-0.000236,filing date 0,2018,212,0.018932822699542218
24481,10860,2018-11-02,AEE,63.61,11/2/2018,-0.00639,filing date 0,2018,212,-0.00021651547052248254
24557,10860,2019-02-26,AEE,70.22,2/26/2019,-0.000798,filing date 0,2019,216,-0.0022187041311589883
24609,10860,2019-05-10,AEE,73.29,5/10/2019,0.003744,filing date 0,2019,216,0.03215652911714917
24667,10860,2019-08-02,AEE,75.74,8/2/2019,-0.007349,filing date 0,2019,216,0.005094348453176578
24736,10860,2019-11-08,AEE,73.81,11/8/2019,0.002516,filing date 0,2019,216,0.009993325962773358
24811,10860,2020-02-28,AEE,79.0,2/28/2020,-0.008407,filing date 0,2020,214,0.01694367526593421
24861,10860,2020-05-11,AEE,70.83,5/11/2020,0.00014,filing date 0,2020,214,-0.003929832247651754
24923,10860,2020-08-07,AEE,82.18,8/7/2020,0.00064,filing date 0,2020,214,0.0020326393241247853
24986,10860,2020-11-05,AEE,82.47,11/5/2020,0.01945,filing date 0,2020,214,-0.041474168598319094
25058,10860,2021-02-22,AEE,71.0,2/22/2021,-0.008016,filing date 0,2021,212,0.007544979663464568
25112,10860,2021-05-10,AEE,85.84,5/10/2021,-0.010706,filing date 0,2021,212,0.011496117949606144
25174,10860,2021-08-06,AEE,86.86,8/6/2021,0.001489,filing date 0,2021,212,0.01947298859488855
25237,10860,2021-11-04,AEE,84.37,11/4/2021,0.004172,filing date 0,2021,212,-0.018054108271183367
25567,1440,2017-02-28,AEP,66.97,2/28/2017,-0.002715,filing date 0,2017,207,-0.007974891171588783
25609,1440,2017-04-28,AEP,67.83,4/28/2017,-0.001764,filing date 0,2017,207,-0.002709199332653456
25671,1440,2017-07-27,AEP,70.67,7/27/2017,-0.000979,filing date 0,2017,207,0.017767943787841634
25736,1440,2017-10-27,AEP,74.02,10/27/2017,0.008372,filing date 0,2017,207,-0.004299928852009582
25816,1440,2018-02-23,AEP,67.37,2/23/2018,0.015895,filing date 0,2018,206,-0.004789763520385182
25859,1440,2018-04-26,AEP,69.77,4/26/2018,0.010462,filing date 0,2018,206,-0.0008823792484706772
25922,1440,2018-07-26,AEP,71.04,7/26/2018,-0.003051,filing date 0,2018,206,0.03599607355686718
25986,1440,2018-10-25,AEP,73.54,10/25/2018,0.018863,filing date 0,2018,206,-0.026615821569190623
26065,1440,2019-02-21,AEP,81.15,2/21/2019,-0.003535,filing date 0,2019,205,-0.0042122594242052225
26110,1440,2019-04-26,AEP,84.71,4/26/2019,0.004724,filing date 0,2019,205,0.002451990256509551
26172,1440,2019-07-25,AEP,89.08,7/25/2019,-0.005346,filing date 0,2019,205,-0.007571669320382446
26236,1440,2019-10-24,AEP,95.72,10/24/2019,0.001984,filing date 0,2019,205,-0.024050587809562818
26316,1440,2020-02-20,AEP,102.38,2/20/2020,-0.0039,filing date 0,2020,204,0.02483292096076506
26369,1440,2020-05-06,AEP,78.82,5/6/2020,-0.006916,filing date 0,2020,204,-0.07151141397968708
26433,1440,2020-08-06,AEP,85.37,8/6/2020,0.006383,filing date 0,2020,204,-0.019925665095496536
26487,1440,2020-10-22,AEP,92.2,10/22/2020,0.005169,filing date 0,2020,204,0.036256451338990914
26572,1440,2021-02-25,AEP,76.3,2/25/2021,-0.024547,filing date 0,2021,207,0.0057057754301590435
26611,1440,2021-04-22,AEP,87.95,4/22/2021,-0.009314,filing date 0,2021,207,-0.027057526099414253
26674,1440,2021-07-22,AEP,84.88,7/22/2021,0.001999,filing date 0,2021,207,0.045561296763623194
26743,1440,2021-10-28,AEP,84.71,10/28/2021,0.009912,filing date 0,2021,207,-0.005679612154095182
27732,24216,2017-02-27,AES,11.14,2/27/2017,0.000886,filing date 0,2017,211,-0.030887170301221678
27781,24216,2017-05-08,AES,11.31,5/8/2017,-0.000127,filing date 0,2017,211,0.015325179277118517
27845,24216,2017-08-08,AES,11.38,8/8/2017,-0.002416,filing date 0,2017,211,0.016006632410868415
27906,24216,2017-11-02,AES,10.79,11/2/2017,0.000223,filing date 0,2017,211,-0.010208858217368943
27984,24216,2018-02-27,AES,11.22,2/27/2018,-0.012787,filing date 0,2018,214,0.07103951855922208
28033,24216,2018-05-08,AES,11.73,5/8/2018,-0.000229,filing date 0,2018,214,-0.026808148385000674
28096,24216,2018-08-07,AES,13.63,8/7/2018,0.002763,filing date 0,2018,214,-0.012941352646815396
28160,24216,2018-11-06,AES,16.01,11/6/2018,0.006183,filing date 0,2018,214,0.01395568381080703
28235,24216,2019-02-27,AES,17.16,2/27/2019,-0.000489,filing date 0,2019,214,-0.009749234345836522
28283,24216,2019-05-07,AES,16.53,5/7/2019,-0.016488,filing date 0,2019,214,-0.015920191204205403
28346,24216,2019-08-06,AES,15.7,8/6/2019,0.012984,filing date 0,2019,214,-0.07179262715275425
28411,24216,2019-11-06,AES,17.68,11/6/2019,0.000754,filing date 0,2019,214,0.03905657067637125
28488,24216,2020-02-28,AES,16.73,2/28/2020,-0.008407,filing date 0,2020,215,-0.07563343015017088
28536,24216,2020-05-07,AES,12.12,5/7/2020,0.011688,filing date 0,2020,215,-0.012539455958472723
28599,24216,2020-08-06,AES,16.55,8/6/2020,0.006383,filing date 0,2020,215,0.10082569247066697
28664,24216,2020-11-06,AES,20.41,11/6/2020,-0.000144,filing date 0,2020,215,-0.002685764323330009
28738,24216,2021-02-25,AES,26.35,2/25/2021,-0.024547,filing date 0,2021,211,-0.028363614971916418
28787,24216,2021-05-06,AES,25.45,5/6/2021,0.008069,filing date 0,2021,211,-0.038572999023329446
28849,24216,2021-08-04,AES,23.64,8/4/2021,-0.004548,filing date 0,2021,211,0.008095787919006447
28913,24216,2021-11-03,AES,25.3,11/3/2021,0.00677,filing date 0,2021,211,-0.07269962500661031
29226,1177,2016-04-28,AET,114.63,4/28/2016,-0.009212,filing date 0,2016,207,0.017304538063144137
29292,1177,2016-08-02,AET,115.71,8/2/2016,-0.006435,filing date 0,2016,207,0.03683278631230791
29353,1177,2016-10-27,AET,110.83,10/27/2016,-0.003019,filing date 0,2016,207,-0.03390020075165434
29430,1177,2017-02-17,AET,125.27,2/17/2017,0.001984,filing date 0,2017,209,-0.005443744778353299
29480,1177,2017-05-02,AET,138.91,5/2/2017,0.001156,filing date 0,2017,209,0.0246335953519925
29545,1177,2017-08-03,AET,158.54,8/3/2017,-0.002195,filing date 0,2017,209,0.011001337849759096
29607,1177,2017-10-31,AET,170.03,10/31/2017,0.001029,filing date 0,2017,209,0.027593649930952147
29685,1177,2018-02-23,AET,175.55,2/23/2018,0.015895,filing date 0,2018,209,0.008157424379556133
29731,1177,2018-05-01,AET,178.71,5/1/2018,0.002448,filing date 0,2018,209,-0.04345926566141245
29796,1177,2018-08-02,AET,187.05,8/2/2018,0.004988,filing date 0,2018,209,-0.008456788689075179
29858,1177,2018-10-30,AET,197.65,10/30/2018,0.015675,filing date 0,2018,209,-0.015326788880044573
30167,1449,2017-02-24,AFL,71.71,2/24/2017,0.001517,filing date 0,2017,211,0.004471760952749149
30214,1449,2017-05-03,AFL,74.76,5/3/2017,-0.001364,filing date 0,2017,211,-0.012447550146497122
30278,1449,2017-08-03,AFL,80.97,8/3/2017,-0.002195,filing date 0,2017,211,0.002099491779468776
30342,1449,2017-11-02,AFL,84.41,11/2/2017,0.000223,filing date 0,2017,211,-0.010227041151831928
30418,1449,2018-02-23,AFL,89.57,2/23/2018,0.015895,filing date 0,2018,211,0.0006862320785936404
30467,1449,2018-05-04,AFL,44.81,5/4/2018,0.01276,filing date 0,2018,211,-0.018732791426472772
30530,1449,2018-08-03,AFL,46.59,8/3/2018,0.004733,filing date 0,2018,211,0.0003300170211706366
30593,1449,2018-11-01,AFL,42.87,11/1/2018,0.010745,filing date 0,2018,211,0.005556599262575235
30669,1449,2019-02-25,AFL,48.96,2/25/2019,0.001182,filing date 0,2019,206,0.010713853762281289
30712,1449,2019-04-26,AFL,49.53,4/26/2019,0.004724,filing date 0,2019,206,0.022184204008223962
30775,1449,2019-07-26,AFL,53.89,7/26/2019,0.007455,filing date 0,2019,206,-0.013034356167727745
30839,1449,2019-10-25,AFL,53.26,10/25/2019,0.003935,filing date 0,2019,206,0.003312673230543517
30919,1449,2020-02-21,AFL,51.53,2/21/2020,-0.010626,filing date 0,2020,209,-0.019722655502821596
30967,1449,2020-04-30,AFL,37.24,4/30/2020,-0.008969,filing date 0,2020,209,-0.059661757550899086
31029,1449,2020-07-29,AFL,36.5,7/29/2020,0.012315,filing date 0,2020,209,-0.04893802759374166
31094,1449,2020-10-29,AFL,34.22,10/29/2020,0.01189,filing date 0,2020,209,0.031646788526648484
31172,1449,2021-02-23,AFL,49.26,2/23/2021,0.001201,filing date 0,2021,207,-0.009797869228137635
31218,1449,2021-04-29,AFL,54.22,4/29/2021,0.006712,filing date 0,2021,207,0.03024199547725559
31281,1449,2021-07-29,AFL,55.61,7/29/2021,0.004271,filing date 0,2021,207,0.028563146578952647
31345,1449,2021-10-28,AFL,55.36,10/28/2021,0.009912,filing date 0,2021,207,-0.03325629407241415
32772,1487,2017-02-23,AIG,64.02,2/23/2017,0.000281,filing date 0,2017,212,0.0014462681607729788
32821,1487,2017-05-04,AIG,62.67,5/4/2017,0.000723,filing date 0,2017,212,0.000814651819783796
32884,1487,2017-08-03,AIG,66.06,8/3/2017,-0.002195,filing date 0,2017,212,-0.01906830954742189
32949,1487,2017-11-03,AIG,62.0,11/3/2017,0.003182,filing date 0,2017,212,-0.056871171825376265
33020,1487,2018-02-16,AIG,59.47,2/16/2018,0.000346,filing date 0,2018,212,0.02287629814164116
33072,1487,2018-05-03,AIG,51.94,5/3/2018,-0.002215,filing date 0,2018,212,-0.045773249479414524
33136,1487,2018-08-03,AIG,53.65,8/3/2018,0.004733,filing date 0,2018,212,-0.05998194078797314
33200,1487,2018-11-02,AIG,43.28,11/2/2018,-0.00639,filing date 0,2018,212,0.003901192218613625
33270,1487,2019-02-15,AIG,42.32,2/15/2019,0.010769,filing date 0,2019,211,0.05961906662841465
33325,1487,2019-05-07,AIG,50.3,5/7/2019,-0.016488,filing date 0,2019,211,0.11355124091556545
33390,1487,2019-08-08,AIG,56.82,8/8/2019,0.018645,filing date 0,2019,211,0.016993843393420915
33450,1487,2019-11-01,AIG,53.76,11/1/2019,0.009565,filing date 0,2019,211,0.03544616886948915
33525,1487,2020-02-21,AIG,48.6,2/21/2020,-0.010626,filing date 0,2020,215,-0.020167238261902032
33576,1487,2020-05-05,AIG,25.06,5/5/2020,0.009042,filing date 0,2020,215,0.11782041671100485
33639,1487,2020-08-04,AIG,29.72,8/4/2020,0.003774,filing date 0,2020,215,-0.06330197407417526
33706,1487,2020-11-06,AIG,33.16,11/6/2020,-0.000144,filing date 0,2020,215,0.09931428674459597
33776,1487,2021-02-19,AIG,42.58,2/19/2021,-0.00198,filing date 0,2021,213,0.0764395140913614
33830,1487,2021-05-07,AIG,51.19,5/7/2021,0.007251,filing date 0,2021,213,0.031608592283680625
33893,1487,2021-08-06,AIG,50.95,8/6/2021,0.001489,filing date 0,2021,213,0.10728908627535128
33957,1487,2021-11-05,AIG,58.96,11/5/2021,0.003663,filing date 0,2021,213,-0.017509141605652645
34284,30490,2017-02-24,AIV,46.09,2/24/2017,0.001517,filing date 0,2017,210,-0.011791077267833128
34333,30490,2017-05-05,AIV,43.96,5/5/2017,0.004022,filing date 0,2017,210,2.509965917973922e-05
34394,30490,2017-08-02,AIV,45.49,8/2/2017,0.000275,filing date 0,2017,210,-0.0015807282140978263
34458,30490,2017-11-01,AIV,44.34,11/1/2017,0.0016,filing date 0,2017,210,0.011043309747787333
34539,30490,2018-03-01,AIV,38.48,3/1/2018,-0.013329,filing date 0,2018,213,-0.00629575128828741
34586,30490,2018-05-08,AIV,40.99,5/8/2018,-0.000229,filing date 0,2018,213,-0.028591313540423546
34649,30490,2018-08-07,AIV,43.41,8/7/2018,0.002763,filing date 0,2018,213,-0.004511056606420039
34712,30490,2018-11-05,AIV,43.8,11/5/2018,0.005253,filing date 0,2018,213,0.01723844015714504
34783,30490,2019-02-20,AIV,49.15,2/20/2019,0.001644,filing date 0,2019,212,-0.01845804377484883
34835,30490,2019-05-06,AIV,49.76,5/6/2019,-0.004296,filing date 0,2019,212,0.01247678977852329
34902,30490,2019-08-09,AIV,50.8,8/9/2019,-0.006728,filing date 0,2019,212,0.007828857642640408
34962,30490,2019-11-04,AIV,54.77,11/4/2019,0.003692,filing date 0,2019,212,-0.047146561000479315
35037,30490,2020-02-24,AIV,54.81,2/24/2020,-0.03348,filing date 0,2020,211,-5.2234549646978934e-05
35091,30490,2020-05-11,AIV,36.93,5/11/2020,0.00014,filing date 0,2020,211,-0.08710153012555077
35150,30490,2020-08-04,AIV,36.55,8/4/2020,0.003774,filing date 0,2020,211,-0.026351643544393344
35213,30490,2020-11-02,AIV,32.12,11/2/2020,0.012163,filing date 0,2020,211,-0.24124282467993752
35302,30490,2021-03-12,AIV,5.3,3/12/2021,0.001071,filing date 0,2021,215,0.11102741974783492
35347,30490,2021-05-17,AIV,6.68,5/17/2021,-0.002495,filing date 0,2021,215,0.010803032253301703
35410,30490,2021-08-16,AIV,6.59,8/16/2021,0.002346,filing date 0,2021,215,-0.039999009604639535
35470,30490,2021-11-09,AIV,8.03,11/9/2021,-0.003898,filing date 0,2021,215,0.01845750613337238
35788,157057,2017-02-14,AIZ,95.25,2/14/2017,0.004022,filing date 0,2017,212,0.01573844767946686
35843,157057,2017-05-04,AIZ,104.47,5/4/2017,0.000723,filing date 0,2017,212,-0.00450071142090791
35906,157057,2017-08-03,AIZ,103.84,8/3/2017,-0.002195,filing date 0,2017,212,0.009877266814952046
35971,157057,2017-11-03,AIZ,100.14,11/3/2017,0.003182,filing date 0,2017,212,-0.02419407197452128
36040,157057,2018-02-14,AIZ,89.64,2/14/2018,0.013498,filing date 0,2018,216,-0.016447491702559436
36096,157057,2018-05-07,AIZ,87.29,5/7/2018,0.00336,filing date 0,2018,216,-0.02615397510363371
36162,157057,2018-08-09,AIZ,105.95,8/9/2018,-0.001413,filing date 0,2018,216,0.01662299354112884
36226,157057,2018-11-08,AIZ,103.3,11/8/2018,-0.002444,filing date 0,2018,216,0.04070913455555558
36296,157057,2019-02-22,AIZ,98.34,2/22/2019,0.006143,filing date 0,2019,215,0.021467093094412304
36348,157057,2019-05-08,AIZ,96.21,5/8/2019,-0.001618,filing date 0,2019,215,0.00945942802259958
36412,157057,2019-08-08,AIZ,119.46,8/8/2019,0.018645,filing date 0,2019,215,0.024924521312861048
36476,157057,2019-11-07,AIZ,127.48,11/7/2019,0.002741,filing date 0,2019,215,0.019250465200862044
36545,157057,2020-02-19,AIZ,140.68,2/19/2020,0.004617,filing date 0,2020,214,0.010923859992814977
36601,157057,2020-05-08,AIZ,98.8,5/8/2020,0.016904,filing date 0,2020,214,-0.08881826036688767
36664,157057,2020-08-07,AIZ,122.21,8/7/2020,0.00064,filing date 0,2020,214,0.03779331030740796
36727,157057,2020-11-05,AIZ,127.36,11/5/2020,0.01945,filing date 0,2020,214,0.036081493684192445
36798,157057,2021-02-19,AIZ,123.31,2/19/2021,-0.00198,filing date 0,2021,212,0.04125725803635838
36851,157057,2021-05-06,AIZ,161.88,5/6/2021,0.008069,filing date 0,2021,212,-0.0161466495516851
36914,157057,2021-08-05,AIZ,158.79,8/5/2021,0.006074,filing date 0,2021,212,0.034878528246112595
36978,157057,2021-11-04,AIZ,164.23,11/4/2021,0.004172,filing date 0,2021,212,-0.03497039435989002
37298,4973,2017-02-13,AJG,55.55,2/13/2017,0.005132,filing date 0,2017,208,0.010365357138308884
37350,4973,2017-04-28,AJG,55.81,4/28/2017,-0.001764,filing date 0,2017,208,-0.03009139694387486
37413,4973,2017-07-28,AJG,59.41,7/28/2017,-0.001454,filing date 0,2017,208,0.01672736038889422
37478,4973,2017-10-30,AJG,62.74,10/30/2017,-0.003299,filing date 0,2017,208,0.02188047025683959
37549,4973,2018-02-12,AJG,66.21,2/12/2018,0.013931,filing date 0,2018,207,0.020428672349394494
37607,4973,2018-05-07,AJG,69.02,5/7/2018,0.00336,filing date 0,2018,207,-0.017304365026308277
37664,4973,2018-07-27,AJG,70.89,7/27/2018,-0.006497,filing date 0,2018,207,0.010751939154856616
37728,4973,2018-10-26,AJG,74.03,10/26/2018,-0.017531,filing date 0,2018,207,0.012371364578994903
37798,4973,2019-02-08,AJG,78.83,2/8/2019,0.000582,filing date 0,2019,206,0.002538966163575962
37852,4973,2019-04-29,AJG,82.95,4/29/2019,0.001008,filing date 0,2019,206,0.004691409251633916
37914,4973,2019-07-26,AJG,92.33,7/26/2019,0.007455,filing date 0,2019,206,-0.0074789091636174865
37978,4973,2019-10-25,AJG,89.45,10/25/2019,0.003935,filing date 0,2019,206,-0.011250204314493084
38049,4973,2020-02-07,AJG,104.93,2/7/2020,-0.005221,filing date 0,2020,210,0.003941499160443174
38109,4973,2020-05-05,AJG,83.13,5/5/2020,0.009042,filing date 0,2020,210,0.04720085594857104
38170,4973,2020-07-31,AJG,107.49,7/31/2020,0.007786,filing date 0,2020,210,-0.016058192536142935
38234,4973,2020-10-30,AJG,103.71,10/30/2020,-0.012335,filing date 0,2020,210,0.04489140602674002
38301,4973,2021-02-08,AJG,117.68,2/8/2021,0.007258,filing date 0,2021,208,-0.024255397804017642
38358,4973,2021-04-30,AJG,144.95,4/30/2021,-0.006947,filing date 0,2021,208,0.05824859658367354
38421,4973,2021-07-30,AJG,139.31,7/30/2021,-0.005707,filing date 0,2021,208,-0.014610010758106196
38485,4973,2021-10-29,AJG,167.67,10/29/2021,0.001895,filing date 0,2021,208,-0.03149788849289181
38819,125595,2017-02-28,AKAM,62.6,2/28/2017,-0.002715,filing date 0,2017,215,0.0026779434038057826
38868,125595,2017-05-09,AKAM,50.4,5/9/2017,-0.000881,filing date 0,2017,215,-0.01128127534126211
38931,125595,2017-08-08,AKAM,47.27,8/8/2017,-0.002416,filing date 0,2017,215,-0.0038623170712707156
38996,125595,2017-11-08,AKAM,53.76,11/8/2017,0.001617,filing date 0,2017,215,-0.002511908244614225
39072,125595,2018-03-01,AKAM,67.92,3/1/2018,-0.013329,filing date 0,2018,216,0.03150143580148512
39120,125595,2018-05-09,AKAM,77.3,5/9/2018,0.009402,filing date 0,2018,216,0.01935207278676243
39183,125595,2018-08-08,AKAM,76.62,8/8/2018,-0.000236,filing date 0,2018,216,-0.03595804062879937
39248,125595,2018-11-08,AKAM,72.18,11/8/2018,-0.002444,filing date 0,2018,216,-0.0004803217315577646
39322,125595,2019-02-28,AKAM,69.66,2/28/2019,-0.002608,filing date 0,2019,216,0.019020693553253087
39371,125595,2019-05-09,AKAM,76.15,5/9/2019,-0.003034,filing date 0,2019,216,-0.0005610043355533945
39434,125595,2019-08-08,AKAM,88.91,8/8/2019,0.018645,filing date 0,2019,216,0.016242766286109322
39499,125595,2019-11-08,AKAM,84.53,11/8/2019,0.002516,filing date 0,2019,216,-0.004485410536707701
39574,125595,2020-02-28,AKAM,86.51,2/28/2020,-0.008407,filing date 0,2020,215,0.012107900490016421
39623,125595,2020-05-08,AKAM,101.15,5/8/2020,0.016904,filing date 0,2020,215,-0.03095746288380752
39686,125595,2020-08-07,AKAM,109.22,8/7/2020,0.00064,filing date 0,2020,215,-0.029284005171118177
39750,125595,2020-11-06,AKAM,101.63,11/6/2020,-0.000144,filing date 0,2020,215,-0.07159184770869842
